company_name~|~manufacturer_name~|~brand_name~|~manufacturer_part_number~|~vendor_seller_part_number~|~item_name~|~full_product_description~|~price~|~country_of_origin~|~unit_of_issue~|~qty_per_uoi~|~upc~|~model_number~|~product_category~|~url~|~availability~|~date_crawled~|~lead_time~|~rohs_reach~|~stock_on_hand
PartsSource~|~Shimadzu Medical Systems~|~Shimadzu Medical Systems~|~582-50340-61~|~V23034-5322478041~|~X-RAY TUBE FOR MX8 SYSTEM by Shimadzu Medical Systems~|~item: X-RAY TUBE FOR MX8 SYSTEM by Shimadzu Medical Systems; oem: Shimadzu Medical Systems; oem_number: 582-50340-61; condition: New OEM Original; warranty: Mfr Warranty; product_type: X-Ray Tube; for_use_with: For MX8 System; type: X-Ray~|~1400.0~|~~|~each~|~1~|~~|~~|~Medical Imaging and Glassware > Glassware and Detectors > Mobile X-Ray > Mobile X-Ray Tubes > Medical Imaging and Glassware > X-Ray > Mobile X-Ray > Mobile Unit X-Ray Tube Assemblies > Medical Imaging and Glassware > Radiographic Imaging > Mobile X-Ray > Mobile Unit X-Ray Tube Assemblies~|~https://www.partssource.com/parts/shimadzu-medical-systems/5822478061/ps78pnaavdl?_itm_source=menu&_itm_medium=modelfly&_itm_campaign=shimadzu&_itm_content=shimadzu-tube~|~In Stock~|~2026-05-05~|~~|~~|~
PartsSource~|~Walter~|~Walter~|~A1249XPL-NO22~|~V18645-441Z21~|~JOBBER DRILL #22 HSS by Walter~|~item: JOBBER DRILL #22 HSS by Walter; oem: Walter; oem_number: A1249XPL-NO22; condition: New OEM Original; warranty: Mfr Warranty~|~33.81~|~~|~each~|~1~|~~|~~|~Facility Maintenance > Metalworking & Fabrication > Machining > Drilling & Holemaking > Drill Bits > Metalworking Drill Bits > Jobber Length Drill Bits~|~https://www.partssource.com/parts/walter/a1249xplno22~|~In Stock~|~2026-05-05~|~~|~~|~
PartsSource~|~Lakeside Manufacturing, Inc.~|~Lakeside Manufacturing, Inc.~|~C-424-PB-1R~|~V30697-C424PB1R~|~4 DRAWER MED CART BREAKAWAY by Lakeside Manufacturing, Inc.~|~item: 4 DRAWER MED CART BREAKAWAY by Lakeside Manufacturing, Inc.; oem: Lakeside Manufacturing, Inc.; oem_number: C-424-PB-1R; condition: New OEM Original; warranty: Mfr Warranty~|~2768.55~|~~|~each~|~1~|~~|~~|~~|~https://www.partssource.com/parts/lakeside-manufacturing-inc/c424pb1r~|~In Stock~|~2026-05-05~|~~|~~|~
PartsSource~|~Walter~|~Walter~|~A1247-14.5~|~V18645-442P64~|~JOBBER DRILL 14.50MM HSS by Walter~|~item: JOBBER DRILL 14.50MM HSS by Walter; oem: Walter; oem_number: A1247-14.5; condition: New OEM Original; warranty: Mfr Warranty~|~202.59~|~~|~each~|~1~|~~|~~|~Facility Maintenance > Metalworking & Fabrication > Machining > Drilling & Holemaking > Drill Bits > Metalworking Drill Bits > Jobber Length Drill Bits~|~https://www.partssource.com/parts/walter/a1247145~|~In Stock~|~2026-05-05~|~~|~~|~
PartsSource~|~Filterbuy, Inc.~|~Filterbuy, Inc.~|~AFB24X25X2M8PK12~|~V209154-AFB24X25X2M8PK12~|~PLEATED HVAC FURNACE AIR FILTER, MERV 8, 24X25X2, PACKAGE OF 12 by Filterbuy, Inc.~|~The Filterbuy replacement air filter 24x25x2 (actual measurements: 23.50" x 24.50" x 1.75") ensures that your furnace, air conditioner, heat pump, or HVAC system is circulating the cleanest air possible to help preserve your budget and healthy lifestyle. MERV 8 synthetic media (comparable with Clean Living Dust Defense MPR 600 & FPR 5) is recommended in most scenarios due to its capability to trap 90% of airborne particles, protecting your home or business from debris, lint, pollen, mold, dander, and other forms of dust without impacting air flow. High quality construction features an electrostatically charged design with 10 pleats per foot that captures more harmful particles and prolongs the products lifespan by three times that of fiberglass models. Plus, our industrial grade beverage board frames are paired with dual wire backings that significantly outperform traditional cardboard compositions by improving structural integrity with their ability to endure temperatures up to 200 degrees Fahrenheit and withstand exposure to moisture. Installation is also made simple with the addition of easy-to-understand arrows that help identify the direction of air flow and subsequently the way the filter needs to be placed. To top it off, all our components are 100% manufactured within the United States and designed with recyclable materials, providing an eco-friendly alternative to enhancing your air quality. 24x25x2 replacement air filters for your furnace, air conditioner, heat pump, or HVAC system (actual size: 23.50" x 24.50" x 1.75") MERV 8 synthetic media (comparable with MPR 600 & FPR 5) protects homes from dust, pollen, and more by trapping 90% of airborne particles without impacting air flow Electrostatically charged, pleated filters capture more harmful particles, last 3x longer than fiberglass models, and are 100% manufactured within the United States Industrial grade beverage board (recyclable) frames with dual wire backings improve structural integrity and outperform standard cardboard designs item: PLEATED HVAC FURNACE AIR FILTER, MERV 8, 24X25X2, PACKAGE OF 12 by Filterbuy, Inc.; oem: Filterbuy, Inc.; oem_number: AFB24X25X2M8PK12; condition: New OEM Original; warranty: Mfr Warranty; product_type: Air Filter; package_quantity: 12; color: Silver; compatible_devices: Air Conditioner, Furnace, Heat Pump, Air Cleaner, HVAC System; country_of_origin: USA; depth: 1.75 in; design: Pleated; finish_type: Electrostatic; length: 24.5 in; merv_rating: 8; materials: ['Plastic', 'Aluminum', 'Polypropylene']; nominal_size_(w_x_l_x_d): 24 x 25 x 2 in; specific_uses_for_product: Commercial/Residential; upc_code: 717267108300; width: 23.5 in~|~250.56~|~USA~|~package~|~12~|~717267108300~|~~|~Facility Maintenance > HVAC & Refrigeration > Air Filters > Pleated Air Filters~|~https://www.partssource.com/parts/filterbuy-inc/afb24x25x2m8pk12~|~In Stock~|~2026-05-05~|~~|~~|~
PartsSource~|~Lakeside Manufacturing, Inc.~|~Lakeside Manufacturing, Inc.~|~C-324-PB-2Y~|~V30697-C324PB2Y~|~3 DRAWER CART,9"PANEL,BREAKAWY by Lakeside Manufacturing, Inc.~|~item: 3 DRAWER CART,9"PANEL,BREAKAWY by Lakeside Manufacturing, Inc.; oem: Lakeside Manufacturing, Inc.; oem_number: C-324-PB-2Y; condition: New OEM Original; warranty: Mfr Warranty~|~2509.68~|~~|~each~|~1~|~~|~~|~~|~https://www.partssource.com/parts/lakeside-manufacturing-inc/c324pb2y~|~In Stock~|~2026-05-05~|~~|~~|~
PartsSource~|~Walter~|~Walter~|~A1247-NO32~|~V18645-442T46~|~JOBBER DRILL #32 HSS by Walter~|~item: JOBBER DRILL #32 HSS by Walter; oem: Walter; oem_number: A1247-NO32; condition: New OEM Original; warranty: Mfr Warranty~|~129.81~|~~|~package~|~10~|~~|~~|~Facility Maintenance > Metalworking & Fabrication > Machining > Drilling & Holemaking > Drill Bits > Metalworking Drill Bits > Jobber Length Drill Bits~|~https://www.partssource.com/parts/walter/a1247no32~|~In Stock~|~2026-05-05~|~~|~~|~
PartsSource~|~Dixon Valve and Coupling~|~Dixon Valve and Coupling~|~BH125~|~V18645-55MG57~|~DUST CAP TYPE DC BRASS 1-1/4 by Dixon Valve and Coupling~|~item: DUST CAP TYPE DC BRASS 1-1/4 by Dixon Valve and Coupling; oem: Dixon Valve and Coupling; oem_number: BH125; condition: New OEM Original; warranty: Mfr Warranty~|~239.61~|~~|~each~|~1~|~~|~~|~~|~https://www.partssource.com/parts/dixon-valve-and-coupling/bh125~|~In Stock~|~2026-05-05~|~~|~~|~
PartsSource~|~Filterbuy, Inc.~|~Filterbuy, Inc.~|~AFB22X28X2M13APK3~|~V209154-AFB22X28X2M13APK3~|~PLEATED HVAC FURNACE AIR FILTER, MERV 13, 22X28X2, PACKAGE OF 3 by Filterbuy, Inc.~|~The Filterbuy replacement air filter 22x28x2 (actual measurements: 22.00" x 28.00" x 2.00") ensures that your furnace, air conditioner, heat pump, or HVAC system is circulating the cleanest air possible to help preserve your budget and healthy lifestyle. MERV 13 synthetic media (comparable with Healthy Living Ultimate Allergen Defense MPR 1500 - 1900 & FPR 10) is recommended if you have a respiratory illness (such as asthma) due to its capability to trap 98% of airborne particles, protecting your home or business from bacteria, smoke, smog, debris, lint, pollen, mold, dander, and other forms of dust without impacting air flow. High quality construction features an electrostatically charged design with 15 pleats per foot that captures more harmful particles and prolongs the products lifespan by three times that of fiberglass models. Plus, our industrial grade beverage board frames are paired with dual wire backings that significantly outperform traditional cardboard compositions by improving structural integrity with their ability to endure temperatures up to 200 degrees Fahrenheit and withstand exposure to moisture. Installation is also made simple with the addition of easy-to-understand arrows that help identify the direction of air flow and subsequently the way the filter needs to be placed. To top it off, all our components are 100% manufactured within the United States and designed with recyclable materials, providing an eco-friendly alternative to enhancing your air quality. 22x28x2 replacement air filters for your furnace, air conditioner, heat pump, or HVAC system (actual size: 22.00" x 28.00" x 2.00") MERV 13 synthetic media (comparable with MPR 1500 - 1900 & FPR 10) protects homes from bacteria and more by trapping 98% of airborne particles without impacting air flow Electrostatically charged, pleated filters capture more harmful particles, last 3x longer than fiberglass models, and are 100% manufactured within the United States Industrial grade beverage board (recyclable) frames with dual wire backings improve structural integrity and outperform standard cardboard designs item: PLEATED HVAC FURNACE AIR FILTER, MERV 13, 22X28X2, PACKAGE OF 3 by Filterbuy, Inc.; oem: Filterbuy, Inc.; oem_number: AFB22X28X2M13APK3; condition: New OEM Original; warranty: Mfr Warranty; product_type: Air Filter; package_quantity: 3; color: Blue; compatible_devices: Air Conditioner, Furnace, Heat Pump, Air Cleaner, HVAC System; country_of_origin: USA; depth: 2 in; design: Pleated; finish_type: Electrostatic; length: 28 in; merv_rating: 13; materials: ['Plastic', 'Aluminum', 'Polypropylene']; nominal_size_(w_x_l_x_d): 22 x 28 x 2 in; specific_uses_for_product: Commercial/Residential; upc_code: 717267300155; width: 22 in~|~109.52~|~USA~|~package~|~3~|~717267300155~|~~|~Facility Maintenance > HVAC & Refrigeration > Air Filters > Pleated Air Filters~|~https://www.partssource.com/parts/filterbuy-inc/afb22x28x2m13apk3~|~In Stock~|~2026-05-05~|~~|~~|~
PartsSource~|~Pemko~|~Pemko~|~CHS95-HT-LH~|~V18645-40CE89~|~CONTINUOUS HINGE 1-7/8INW 95INL 10 HOLES by Pemko~|~item: CONTINUOUS HINGE 1-7/8INW 95INL 10 HOLES by Pemko; oem: Pemko; oem_number: CHS95-HT-LH; condition: New OEM Original; warranty: Mfr Warranty; door_leaf_height: 95 in; door_leaf_thickness: 0.125 in; door_leaf_width: 1-7/8 in; finish: Mill Aluminum; holes: With; holes_per_leaf: 10; ligature_resistant: Yes; load_capacity: 540 lb.; material: Aluminum; mounting: Half Surface; orientation: Left Hand; overall_knuckle_height: 2 in; product_type: Continuous Hinge; range_of_motion: 108 Degrees; required_door_thickness: 1-3/4 in; country_of_origin: USA; frame_leaf_height: 95 in; frame_leaf_thickness: 0.125 in; frame_leaf_width: 2 in; hardware: Included; hole_spacing: Varies; length: 4 1/2 in; overall_width: 4 1/2 in; pin_type: Hospital Tip; standards: ANSI/BHMA A156.26-2000, UL 76Y2, UL10C; ul_fire_rating: UL10C~|~507.88~|~USA~|~each~|~1~|~~|~~|~Facility Maintenance > Fasteners & Hardware > Hardware > Latches Hasps & Hinges > Piano Hinges~|~https://www.partssource.com/parts/pemko/chs95htlh~|~In Stock~|~2026-05-05~|~~|~~|~
PartsSource~|~Filterbuy, Inc.~|~Filterbuy, Inc.~|~AFB23.5X25X2M13APK3~|~V209154-AFB235X25X2M13APK3~|~PLEATED HVAC FURNACE AIR FILTER, MERV 13, 23.5X25X2, PACKAGE OF 3 by Filterbuy, Inc.~|~The Filterbuy replacement air filter 23.5x25x2 (actual measurements: 23.50" x 25.00" x 2.00") ensures that your furnace, air conditioner, heat pump, or HVAC system is circulating the cleanest air possible to help preserve your budget and healthy lifestyle. MERV 13 synthetic media (comparable with Healthy Living Ultimate Allergen Defense MPR 1500 - 1900 & FPR 10) is recommended if you have a respiratory illness (such as asthma) due to its capability to trap 98% of airborne particles, protecting your home or business from bacteria, smoke, smog, debris, lint, pollen, mold, dander, and other forms of dust without impacting air flow. High quality construction features an electrostatically charged design with 15 pleats per foot that captures more harmful particles and prolongs the products lifespan by three times that of fiberglass models. Plus, our industrial grade beverage board frames are paired with dual wire backings that significantly outperform traditional cardboard compositions by improving structural integrity with their ability to endure temperatures up to 200 degrees Fahrenheit and withstand exposure to moisture. Installation is also made simple with the addition of easy-to-understand arrows that help identify the direction of air flow and subsequently the way the filter needs to be placed. To top it off, all our components are 100% manufactured within the United States and designed with recyclable materials, providing an eco-friendly alternative to enhancing your air quality. 23.5x25x2 replacement air filters for your furnace, air conditioner, heat pump, or HVAC system (actual size: 23.50" x 25.00" x 2.00") MERV 13 synthetic media (comparable with MPR 1500 - 1900 & FPR 10) protects homes from bacteria and more by trapping 98% of airborne particles without impacting air flow Electrostatically charged, pleated filters capture more harmful particles, last 3x longer than fiberglass models, and are 100% manufactured within the United States Industrial grade beverage board (recyclable) frames with dual wire backings improve structural integrity and outperform standard cardboard designs item: PLEATED HVAC FURNACE AIR FILTER, MERV 13, 23.5X25X2, PACKAGE OF 3 by Filterbuy, Inc.; oem: Filterbuy, Inc.; oem_number: AFB23.5X25X2M13APK3; condition: New OEM Original; warranty: Mfr Warranty; product_type: Air Filter; package_quantity: 3; color: Blue; compatible_devices: Air Conditioner, Furnace, Heat Pump, Air Cleaner, HVAC System; country_of_origin: USA; depth: 2 in; design: Pleated; finish_type: Electrostatic; length: 25 in; merv_rating: 13; materials: ['Plastic', 'Aluminum', 'Polypropylene']; nominal_size_(w_x_l_x_d): 23.5 x 25 x 2 in; specific_uses_for_product: Commercial/Residential; upc_code: 717267227810; width: 23.5 in~|~112.65~|~USA~|~package~|~3~|~717267227810~|~~|~Facility Maintenance > HVAC & Refrigeration > Air Filters > Pleated Air Filters~|~https://www.partssource.com/parts/filterbuy-inc/afb235x25x2m13apk3~|~In Stock~|~2026-05-05~|~~|~~|~
